iter	RMSE
707	0.1175030166
708	0.1174023912
709	0.1173180726
710	0.1172765774
711	0.1171625158
712	0.1170997038
713	0.1170047232
714	0.1169400496
715	0.1168106771
716	0.1166738157
717	0.1165993066
718	0.1164930507
719	0.1164516443
720	0.1163850894
721	0.1163069396
722	0.1162351136
723	0.1161253987
724	0.115947133
725	0.1159367247
726	0.1159039917
727	0.1158335577
728	0.1156176207
729	0.1155871934
730	0.1154332288
731	0.1153787353
732	0.1152658711
733	0.1151534815
734	0.1150858994
735	0.1150133308
736	0.114909404
737	0.1147664721
738	0.1145727124
739	0.1145287772
740	0.1143510505
741	0.1143018768
742	0.1142522517
743	0.1141100375
744	0.1140989438
745	0.114058147
746	0.1139874154
747	0.1138957037
748	0.1137864915
749	0.1137348275
750	0.1136664508
751	0.1135993799
752	0.1135032782
753	0.1134521488
754	0.1133812804
755	0.1132854666
756	0.1132263798
757	0.1131998974
758	0.1130211291
759	0.1129176496
760	0.1128234705
761	0.1127658668
762	0.1127297614
763	0.1126583045
764	0.1125078054
765	0.1124362977
766	0.1123649458
767	0.112261486
768	0.1122075152
769	0.1121511836
770	0.1119451506
771	0.1118460412
772	0.1117976927
773	0.1116874582
774	0.1116257852
775	0.1115059143
776	0.1113462355
777	0.1112906986
778	0.1111953226
779	0.1111361662
780	0.111054011
781	0.1109801501
782	0.1109377858
783	0.1108911212
784	0.1108259109
785	0.1107850882
786	0.1106603232
787	0.1105824097
788	0.1105495183
789	0.1105196856
790	0.1104224947
791	0.1102359942
792	0.1101700669
793	0.1101159969
794	0.1100619073
795	0.1100357726
796	0.1098835029
797	0.1097549467
798	0.1096751813
799	0.1095956172
800	0.1094040126
801	0.1093013305
802	0.1092187331
803	0.1091122877
804	0.1090217413
805	0.1089423929
806	0.1088187244
807	0.1086982383
808	0.108638237
809	0.1085874986
810	0.1084376239
811	0.1083734498
812	0.1082753198
813	0.1082044787
814	0.1081489927
815	0.1080999155
816	0.1080054264
817	0.1079762219
818	0.1079444539
819	0.1078347563
820	0.1077607836
821	0.1076780194
822	0.1076113278
823	0.1075460061
824	0.1074825099
825	0.1073753254
826	0.1073010144
827	0.1072390691
828	0.107185477
829	0.1071033941
830	0.1070352255
831	0.1069344524
832	0.106891888
833	0.1068503209
834	0.1067983984
835	0.1067389465
836	0.1066998166
837	0.1065788555
838	0.1065207653
839	0.1064484089
840	0.106343428
841	0.1062632863
842	0.1061791052
843	0.1060844115
844	0.1060151264
845	0.1059672911
846	0.1059273474
847	0.1058815408
848	0.1058068373
849	0.1057700218
850	0.1056198712
851	0.105578296
852	0.1055126474
853	0.105444072
854	0.1053543243
855	0.1052942202
856	0.1052385443
857	0.1051860234
858	0.1051167062
859	0.105108444
860	0.1050407005
861	0.105009652
862	0.1049558637
863	0.1047937261
864	0.1047265749
865	0.1046711255
866	0.1046058787
867	0.1045768609
868	0.1044600084
869	0.1044101658
870	0.104328819
871	0.1042568685
872	0.1042009496
873	0.1041061092
874	0.10402935
875	0.1038958402
876	0.1038315058
877	0.1037775474
878	0.1036743185
879	0.103587344
880	0.1035404805
881	0.1034732042
882	0.1033742636
883	0.1033331305
884	0.1032835103
885	0.1031816986
886	0.1031467302
887	0.1031081889
888	0.1030086922
889	0.1029596454
890	0.1029215664
891	0.1028179423
892	0.1027484167
893	0.1026729117
894	0.1025827445
895	0.1025350732
896	0.1024882091
897	0.1024585642
898	0.1023199601
899	0.1022105758
900	0.1021243389
901	0.102014201
902	0.101947206
903	0.1018693833
904	0.1018105777
905	0.1017247396
906	0.1015983978
907	0.101482982
908	0.101443288
909	0.101358521
910	0.1012893854
911	0.1012424165
912	0.1011995591
913	0.1011634022
914	0.1011186175
915	0.1010427964
916	0.101019392
917	0.1009671124
918	0.100897682
919	0.100796083
920	0.1006831138
921	0.1006295499
922	0.1005640846
923	0.100500757
924	0.1002257348
925	0.100151826
926	0.1000916333
927	0.1000536656
928	0.09998332964
929	0.09993168045
930	0.09985247653
931	0.099741678
932	0.09961900173
933	0.09950165317
934	0.09945242485
935	0.09937158723
936	0.09931269399
937	0.0991965264
938	0.09915210816
939	0.09914120088
940	0.09907190751
941	0.09888568162
942	0.0987732896
943	0.0986907511
944	0.09863770397
945	0.09852462871
946	0.0984471447
947	0.09841163597
948	0.09834265696
949	0.09822163549
950	0.0981286355
951	0.0980583638
952	0.09795447669
953	0.09783476428
954	0.09776248885
955	0.09771217544
956	0.09766704404
957	0.09757591103
958	0.09749577898
959	0.09746177243
960	0.09741230698
961	0.09734937183
962	0.09727728604
963	0.09721180867
964	0.09713165163
965	0.09707731793
966	0.09701488494
967	0.09697488358
968	0.09693423154
969	0.09684981403
970	0.09676917169
971	0.09675915988
972	0.09668294794
973	0.09665186007
974	0.09663368843
975	0.09659960897
976	0.09646887698
977	0.09642907147
978	0.09635747796
979	0.09626487887
980	0.09617260217
981	0.09608614857
982	0.0960429773
983	0.09595799025
984	0.09592307835
985	0.09586839053
986	0.09575657199
987	0.09565873582
988	0.09558450497
989	0.09549202391
990	0.09545348605
991	0.09540619072
992	0.09528497211
993	0.09524754516
994	0.09517940425
995	0.09504712628
996	0.09500459946
997	0.09491184611
998	0.09487001221
999	0.09483678223
